_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
139737,4153525,2017.0,2017,1929.0,PRIVATE,13,Toronto Centre,40 EARL ST,5,39,2017-10-11,60,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,3.0,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,2.0,,S1322,43.66881613939999,-79.3759529086,314788.01399999997,4836325.598
139738,4153524,2017.0,2017,1993.0,SOCIAL HOUSING,13,Toronto Centre,50 EARL ST,4,22,2017-10-11,63,Evaluation needs to be conducted in 3 years,19,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,S1322,43.6688638916,-79.3757306133,314805.933,4836330.929
139739,4155066,2017.0,2017,1963.0,PRIVATE,9,Davenport,1969 EGLINTON AVE W,3,36,2017-10-11,60,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,,3.0,3.0,2.0,5.0,4.0,3.0,3.0,,3.0,3.0,,S0922,43.6945457647,-79.45447448,308454.213,4839177.629
139740,4154170,2017.0,2017,1958.0,PRIVATE,15,Don Valley West,6 GRANDSTAND PL,6,60,2017-10-11,74,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,3.0,3.0,3.0,,5.0,4.0,,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,N1533,43.703620119300005,-79.3452607415,317255.92,4840196.318
139741,4153117,2017.0,2017,1993.0,SOCIAL HOUSING,9,Davenport,6 A GREENLAW AVE,4,44,2017-10-11,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,S0927,43.6725455613,-79.4464387192,309103.482,4836733.8780000005
139742,4155071,2017.0,2017,1960.0,PRIVATE,9,Davenport,500 GILBERT AVE,3,29,2017-10-11,64,Evaluation needs to be conducted in 3 years,16,3.0,3.0,3.0,3.0,3.0,2.0,,4.0,,3.0,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S0921,43.691812331099996,-79.4635662158,307721.469,4838873.59
139743,4155070,2017.0,2017,1960.0,PRIVATE,9,Davenport,502 GILBERT AVE,3,23,2017-10-11,61,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S0921,43.6919981634,-79.4636000249,307718.735,4838894.234
139744,4154710,2017.0,2017,1959.0,PRIVATE,18,Willowdale,292 FINCH AVE W,4,39,2017-10-11,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,2.0,5.0,,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,,N1822,43.7746707581,-79.44071358560001,309557.229,4848079.829
139745,4154046,2017.0,2017,1968.0,SOCIAL HOUSING,19,Beaches-East York,7 GLENBURN AVE,6,55,2017-10-11,76,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,5.0,4.0,S1927,43.706859873,-79.29707452939999,321138.67600000004,4840564.587
139746,4154047,2017.0,2017,1962.0,PRIVATE,19,Beaches-East York,11 GLENBURN AVE,6,58,2017-10-11,70,Evaluation needs to be conducted in 3 years,18,3.0,4.0,4.0,3.0,2.0,3.0,,3.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,,S1927,43.7071746852,-79.2972112317,321127.57399999996,4840599.535
139747,4154553,2017.0,2017,1984.0,SOCIAL HOUSING,8,Eglinton-Lawrence,3270 BATHURST ST,8,160,2017-10-11,68,Evaluation needs to be conducted in 3 years,18,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,4.0,N0823,43.7242397446,-79.4314621221,310306.56899999996,4842477.78
139748,4154701,2017.0,2017,1967.0,PRIVATE,18,Willowdale,325 BOGERT AVE,6,418,2017-10-11,79,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,N1827,43.757066148999996,-79.426922307,310668.885,4846125.843
139749,4154864,2017.0,2017,1955.0,PRIVATE,16,Don Valley East,2 BIGGIN CRT,4,77,2017-10-11,64,Evaluation needs to be conducted in 3 years,18,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,,N1628,43.72905505560001,-79.3049498934,320498.183,4843028.87
139750,4154866,2017.0,2017,1955.0,PRIVATE,16,Don Valley East,5 BIGGIN CRT,4,65,2017-10-11,63,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,,N1628,43.7279966031,-79.3068020912,320349.24,4842910.937
139751,4154865,2017.0,2017,1951.0,PRIVATE,16,Don Valley East,7 BIGGIN CRT,4,66,2017-10-11,67,Evaluation needs to be conducted in 3 years,18,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,N1628,43.728756862,-79.3062091197,320396.815,4842995.508
139752,4154704,2017.0,2017,1958.0,PRIVATE,18,Willowdale,11 CHURCHILL AVE,3,17,2017-10-11,64,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,2.0,3.0,3.0,,5.0,3.0,,N1824,43.7734165941,-79.4148210265,311641.756,4847942.3
139753,4155073,2017.0,2017,1970.0,PRIVATE,9,Davenport,478 CALEDONIA RD,3,20,2017-10-11,51,Evaluation needs to be conducted in 2 years,16,2.0,2.0,3.0,3.0,2.0,2.0,,3.0,,2.0,3.0,2.0,4.0,3.0,2.0,3.0,,3.0,2.0,,S0921,43.6893077444,-79.4610170083,307927.075,4838595.44
139754,4155097,2017.0,2017,1951.0,PRIVATE,5,York South-Weston,40 CLEARVIEW HTS,4,37,2017-10-11,54,Evaluation needs to be conducted in 2 years,16,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,,W0532,43.693098586400005,-79.48023783800001,306377.49600000004,4839016.071
139755,4155098,2017.0,2017,1951.0,PRIVATE,5,York South-Weston,50 CLEARVIEW HTS,4,37,2017-10-11,54,Evaluation needs to be conducted in 2 years,17,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,,2.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,,W0532,43.693048881,-79.48093875800001,306320.732,4839011.492
139756,4155099,2017.0,2017,1951.0,PRIVATE,5,York South-Weston,60 CLEARVIEW HTS,4,37,2017-10-11,59,Evaluation needs to be conducted in 3 years,17,4.0,2.0,3.0,4.0,4.0,2.0,,2.0,,2.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,,W0532,43.692977471000006,-79.48134741,306287.792,4839003.552
139757,4155100,2017.0,2017,1951.0,PRIVATE,5,York South-Weston,70 CLEARVIEW HTS,4,47,2017-10-11,59,Evaluation needs to be conducted in 3 years,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,2.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,,W0532,43.69279777,-79.481595405,306267.805,4838983.584
139758,4155101,2017.0,2017,1951.0,PRIVATE,5,York South-Weston,80 CLEARVIEW HTS,4,36,2017-10-11,59,Evaluation needs to be conducted in 3 years,15,2.0,3.0,3.0,3.0,,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0532,43.693064312,-79.482178967,306220.75800000003,4839013.187
139759,4154540,2017.0,2017,1956.0,PRIVATE,8,Eglinton-Lawrence,67 WASDALE CRES,3,11,2017-10-10,59,Evaluation needs to be conducted in 1 year,16,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,,N0823,43.730061032799995,-79.4379110526,309786.49199999997,4843124.078
139760,4153818,2017.0,2017,1950.0,PRIVATE,12,Toronto-St. Paul's,127 BROADWAY AVE,4,60,2017-10-10,79,Evaluation needs to be conducted in 2 years,17,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1221,43.71038218100001,-79.392210062,313470.772,4840942.642
139761,4154388,2017.0,2017,1958.0,PRIVATE,6,York Centre,1505 WILSON AVE,4,55,2017-10-10,71,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,3.0,4.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,,N0631,43.7207964113,-79.5055990345,304333.381,4842093.005
139762,4154387,2017.0,2017,1958.0,PRIVATE,6,York Centre,1515 WILSON AVE,4,55,2017-10-10,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,,N0631,43.7208314192,-79.50603393760001,304298.338,4842096.898
139763,4154386,2017.0,2017,1958.0,PRIVATE,6,York Centre,1525 WILSON AVE,4,21,2017-10-10,68,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,2.0,3.0,4.0,,4.0,,,4.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,,N0631,43.7207617209,-79.5064382692,304265.757,4842089.159
139764,4155882,2017.0,2017,1962.0,PRIVATE,4,Parkdale-High Park,65 WINDERMERE AVE,6,92,2017-10-10,66,Evaluation needs to be conducted in 3 years,17,4.0,3.0,3.0,3.0,4.0,2.0,,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,S0430,43.6390679987,-79.47154026609999,307080.62899999996,4833013.756
139765,4156104,2017.0,2017,1962.0,PRIVATE,4,Parkdale-High Park,75 WINDERMERE AVE,6,52,2017-10-10,66,Evaluation needs to be conducted in 3 years,18,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,,S0430,43.63943104,-79.471915958,307058.811,4833040.19
139766,4154169,2017.0,2017,1960.0,PRIVATE,15,Don Valley West,26 THORNCLIFFE PARK DR,6,62,2017-10-10,72,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,,N1533,43.7032015325,-79.34583013470001,317210.115,4840149.728999999
139767,4153226,2017.0,2017,1967.0,PRIVATE,11,University-Rosedale,191 ST GEORGE ST,10,105,2017-10-10,59,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,S1127,43.6715668112,-79.4011026484,312759.44399999996,4836628.436000001
139768,4154880,2017.0,2017,1987.0,SOCIAL HOUSING,16,Don Valley East,1684 VICTORIA PARK AVE,8,112,2017-10-10,78,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,N1628,43.7328892774,-79.3065969199,320364.51399999997,4843454.521000001
139769,4154879,2017.0,2017,1966.0,PRIVATE,16,Don Valley East,1698 VICTORIA PARK AVE,5,52,2017-10-10,64,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,,N1628,43.733752898199995,-79.3068920324,320340.518,4843550.409
139770,4154506,2017.0,2017,1956.0,PRIVATE,8,Eglinton-Lawrence,10 WASDALE CRES,3,10,2017-10-10,61,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,N0823,43.731194699300005,-79.4353275935,309994.519,4843250.185
139771,4154507,2017.0,2017,1950.0,PRIVATE,8,Eglinton-Lawrence,24 WASDALE CRES,3,11,2017-10-10,64,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,,,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.730975673,-79.4363599981,309911.368,4843225.786
139772,4154509,2017.0,2017,1956.0,PRIVATE,8,Eglinton-Lawrence,30 WASDALE CRES,3,10,2017-10-10,60,Evaluation needs to be conducted in 2 years,17,3.0,2.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,,N0823,43.7308801884,-79.4368395679,309872.74199999997,4843215.149
139773,4154511,2017.0,2017,1965.0,PRIVATE,8,Eglinton-Lawrence,34 WASDALE CRES,3,11,2017-10-10,56,Evaluation needs to be conducted in 2 years,16,2.0,3.0,3.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,,N0823,43.730776631400005,-79.4372931994,309836.206,4843203.617
139774,4154544,2017.0,2017,1955.0,PRIVATE,8,Eglinton-Lawrence,45 WASDALE CRES,3,25,2017-10-10,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,N0823,43.730389547899996,-79.43636986189999,309910.624,4843160.67
139775,4154543,2017.0,2017,1950.0,PRIVATE,8,Eglinton-Lawrence,47 WASDALE CRES,3,28,2017-10-10,65,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,4.0,2.0,,3.0,,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,,N0823,43.73026578859999,-79.4369391147,309864.775,4843146.886
139776,4152931,2017.0,2017,1965.0,PRIVATE,4,Parkdale-High Park,22 OAKMOUNT RD,17,216,2017-10-10,67,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,,S0428,43.655176052600005,-79.4635445637,307724.99100000004,4834803.534
139777,4156354,2017.0,2017,1965.0,PRIVATE,4,Parkdale-High Park,45 OAKMOUNT RD,15,221,2017-10-10,72,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,,S0428,43.6564105538,-79.4629896425,307769.685,4834940.698
139778,4154599,2017.0,2017,1957.0,PRIVATE,6,York Centre,8 ROSSEAU RD,3,11,2017-10-10,63,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0629,43.7416546097,-79.43708097470001,309852.398,4844412.083000001
139779,4154583,2017.0,2017,1955.0,PRIVATE,6,York Centre,9 ROSSEAU RD,3,11,2017-10-10,59,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,2.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0629,43.7421552614,-79.4365679609,309893.67699999997,4844467.728
139780,4154598,2017.0,2017,1955.0,PRIVATE,6,York Centre,10 ROSSEAU RD,3,11,2017-10-10,60,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0629,43.7418342537,-79.4371971572,309843.026,4844432.034
139781,4154587,2017.0,2017,1955.0,PRIVATE,6,York Centre,19 ROSSEAU RD,3,11,2017-10-10,60,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0629,43.7429016384,-79.4368905262,309867.637,4844550.629
139782,4154588,2017.0,2017,1955.0,PRIVATE,6,York Centre,21 ROSSEAU RD,3,11,2017-10-10,60,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,3.0,,N0629,43.743072408,-79.4368800635,309868.466,4844569.601
139783,4153350,2017.0,2017,1986.0,SOCIAL HOUSING,12,Toronto-St. Paul's,747 ST CLAIR AVE W,8,97,2017-10-10,80,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S1234,43.6809371983,-79.4282122762,310572.424,4837667.252
139784,4154291,2017.0,2017,1961.0,PRIVATE,5,York South-Weston,2110 KEELE ST,9,93,2017-10-10,62,Evaluation needs to be conducted in 3 years,18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0529,43.6999973614,-79.4766756216,306664.46,4839782.551
139785,4154290,2017.0,2017,1992.0,SOCIAL HOUSING,5,York South-Weston,2214 KEELE ST,7,89,2017-10-10,62,Evaluation needs to be conducted in 2 years,20,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,W0529,43.7009209193,-79.476922025,306644.572,4839885.152
139786,4152905,2017.0,2017,1993.0,SOCIAL HOUSING,4,Parkdale-High Park,93 LAVINIA AVE,5,68,2017-10-10,81,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,S0430,43.6473083382,-79.4777129608,306582.355,4833929.1
139787,4155549,2017.0,2017,1963.0,PRIVATE,3,Etobicoke-Lakeshore,220 LAKE PROMENADE,7,118,2017-10-10,63,Evaluation needs to be conducted in 1 year,20,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,W0334,43.589738823999994,-79.529723711,302384.039,4827534.558999999
139788,4155550,2017.0,2017,1964.0,PRIVATE,3,Etobicoke-Lakeshore,230 LAKE PROMENADE,7,118,2017-10-10,59,Evaluation needs to be conducted in 1 year,19,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,2.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,W0334,43.589470147,-79.53053544699999,302318.482,4827504.735
139789,4155551,2017.0,2017,1963.0,PRIVATE,3,Etobicoke-Lakeshore,240 LAKE PROMENADE,7,118,2017-10-10,60,Evaluation needs to be conducted in 2 years,19,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,W0334,43.589265093,-79.53139518100001,302249.05100000004,4827481.981000001
139790,4152822,2017.0,2017,1975.0,PRIVATE,24,Scarborough-Guildwood,3895 LAWRENCE AVE E,10,114,2017-10-10,75,Evaluation needs to be conducted in 3 years,19,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,E2431,43.763136467200006,-79.2079803013,328296.891,4846837.916
139791,4152929,2017.0,2017,1965.0,PRIVATE,4,Parkdale-High Park,60 MOUNTVIEW AVE,16,221,2017-10-10,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,S0428,43.6568780412,-79.4624258737,307815.135,4834992.653
139792,4154265,2017.0,2017,1969.0,PRIVATE,7,Humber River-Black Creek,310 NISKA RD,13,167,2017-10-10,59,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,,W0725,43.7651648539,-79.5094578761,304023.11699999997,4847022.12
139793,4154266,2017.0,2017,1974.0,PRIVATE,7,Humber River-Black Creek,320 NISKA RD,13,169,2017-10-10,68,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,,W0725,43.765738444200004,-79.51095348369999,303902.707,4847085.858
139794,4168808,2017.0,2017,1955.0,PRIVATE,4,Parkdale-High Park,23 JANE ST,3,18,2017-10-10,61,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,2.0,,S0426,43.650079954300004,-79.48433563399999,306048.00899999996,4834236.904
139795,4152919,2017.0,2017,1910.0,PRIVATE,4,Parkdale-High Park,29 JANE ST,3,18,2017-10-10,65,Evaluation needs to be conducted in 3 years,15,3.0,3.0,3.0,3.0,2.0,3.0,,4.0,,,3.0,2.0,5.0,3.0,4.0,4.0,,4.0,3.0,,S0426,43.6502220463,-79.4843917868,306043.476,4834252.688999999
139796,4154271,2017.0,2017,1967.0,PRIVATE,7,Humber River-Black Creek,4500 JANE ST,14,163,2017-10-10,64,Evaluation needs to be conducted in 2 years,18,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,,3.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,,W0724,43.7664686055,-79.5204750811,303136.099,4847167.134
139797,4153420,2017.0,2017,1903.0,PRIVATE,11,University-Rosedale,162 HURON ST,4,18,2017-10-10,53,Evaluation needs to be conducted in 3 years,15,3.0,3.0,2.0,2.0,4.0,3.0,,2.0,,,2.0,2.0,3.0,3.0,3.0,2.0,,3.0,3.0,,S1144,43.6572165496,-79.3980741814,313005.623,4835034.499
139798,4153046,2017.0,2017,1960.0,PRIVATE,4,Parkdale-High Park,83 INDIAN RD,5,21,2017-10-10,58,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,3.0,,3.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0434,43.642240012799995,-79.4533563133,308547.591,4833366.778
139799,4153047,2017.0,2017,1970.0,PRIVATE,4,Parkdale-High Park,109 INDIAN RD,8,38,2017-10-10,65,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,S0434,43.6433287042,-79.4525126324,308615.591,4833487.768
139800,4154608,2017.0,2017,1989.0,SOCIAL HOUSING,6,York Centre,4300 BATHURST ST,11,164,2017-10-10,64,Evaluation needs to be conducted in 3 years,19,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,N0629,43.752890988400004,-79.4382283415,309759.09,4845660.325
139801,4167698,2017.0,2017,1963.0,PRIVATE,13,Toronto Centre,40 ALEXANDER ST,19,244,2017-10-10,74,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,3.0,,3.0,4.0,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,,S1326,,,314334.646,4835774.919
139802,4167699,2017.0,2017,1963.0,PRIVATE,13,Toronto Centre,50 ALEXANDER ST,29,217,2017-10-10,76,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,,4.0,4.0,3.0,4.0,,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,S1326,,,314334.646,4835774.919
139803,4167700,2017.0,2017,1963.0,PRIVATE,13,Toronto Centre,55 MAITLAND PL,18,244,2017-10-10,78,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,,S1326,,,314334.646,4835774.919
139804,4153486,2017.0,2017,1968.0,PRIVATE,13,Toronto Centre,100 ALEXANDER ST,12,96,2017-10-10,62,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,,S1326,43.664161955299996,-79.3792187274,314525.392,4835808.179
139805,4154607,2017.0,2017,1983.0,SOCIAL HOUSING,6,York Centre,4266 BATHURST ST,9,130,2017-10-10,66,Evaluation needs to be conducted in 2 years,19,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,N0629,43.751874345299996,-79.438030916,309775.071,4845547.393999999
139806,4154609,2017.0,2017,1969.0,PRIVATE,6,York Centre,4350 BATHURST ST,6,35,2017-10-10,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,,N0629,43.754107511,-79.438517766,309735.42,4845796.416
139807,4154693,2017.0,2017,1960.0,PRIVATE,6,York Centre,4383 BATHURST ST,13,142,2017-10-10,66,Evaluation needs to be conducted in 3 years,18,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,,N0630,43.75446148100001,-79.437277956,309835.23,4845835.813999999
139808,4153843,2017.0,2017,1965.0,PRIVATE,15,Don Valley West,100 BROADWAY AVE,10,47,2017-10-10,77,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,N1526,43.710882418999994,-79.39365545,313354.217,4840998.067
